               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.019592,           0.0084386,           0.0055742,             0.99737,             0.99534,             0.99467,             0.87582,           0.0088798,           0.0037506,          0.00036763,            0.005116,            0.005116,            0.005116
                 150,            0.018111,           0.0083026,           0.0067448,             0.99769,             0.99851,             0.99472,             0.88062,           0.0084074,            0.003639,          0.00031956,            0.005083,            0.005083,            0.005083
                 151,             0.01857,           0.0082113,           0.0050134,             0.99721,             0.99841,             0.99472,             0.87637,           0.0085592,           0.0036332,          0.00032119,             0.00505,             0.00505,             0.00505
                 152,            0.018813,           0.0083211,           0.0051797,              0.9976,             0.99751,             0.99467,             0.87716,           0.0084755,           0.0036224,            0.000326,            0.005017,            0.005017,            0.005017
                 153,            0.018517,           0.0085896,           0.0050478,             0.98727,             0.99729,             0.99452,             0.86281,           0.0091001,           0.0037485,          0.00045231,            0.004984,            0.004984,            0.004984
                 154,            0.019208,           0.0083582,           0.0046973,             0.99694,             0.99859,             0.99453,             0.87724,           0.0086074,           0.0036239,          0.00031541,            0.004951,            0.004951,            0.004951
                 155,            0.018298,           0.0086005,           0.0060662,             0.99632,             0.99843,             0.99448,             0.86546,           0.0096832,           0.0038343,          0.00035466,            0.004918,            0.004918,            0.004918
                 156,            0.018386,           0.0080946,           0.0050556,              0.9969,             0.99859,             0.99461,             0.87102,           0.0090403,           0.0036623,          0.00030354,            0.004885,            0.004885,            0.004885
                 157,             0.01722,           0.0083175,           0.0048456,             0.99749,             0.99859,             0.99446,             0.87424,           0.0089718,           0.0036429,          0.00032923,            0.004852,            0.004852,            0.004852
                 158,             0.01745,           0.0082537,           0.0047541,             0.99568,             0.99604,             0.99428,             0.87596,           0.0085431,           0.0036725,          0.00038633,            0.004819,            0.004819,            0.004819
                 159,            0.019118,           0.0082142,           0.0051754,             0.99642,             0.99748,              0.9946,             0.88133,           0.0083988,           0.0035775,          0.00038258,            0.004786,            0.004786,            0.004786
                 160,            0.018169,           0.0080208,           0.0057282,             0.98851,               0.993,             0.99396,              0.8677,           0.0087932,           0.0037793,          0.00071491,            0.004753,            0.004753,            0.004753
                 161,             0.01856,           0.0085755,           0.0058553,             0.99639,             0.99785,             0.99463,             0.87058,           0.0090187,           0.0038268,          0.00039017,             0.00472,             0.00472,             0.00472
                 162,            0.017761,           0.0087173,           0.0069065,             0.99656,             0.99747,             0.99434,             0.87413,           0.0084409,           0.0036474,          0.00036146,            0.004687,            0.004687,            0.004687
                 163,            0.017138,           0.0082392,           0.0050973,             0.99783,             0.99703,             0.99472,             0.87191,           0.0085865,           0.0036387,          0.00031963,            0.004654,            0.004654,            0.004654
                 164,             0.01839,            0.008412,           0.0048335,             0.99773,             0.99825,              0.9947,             0.87932,           0.0083802,           0.0035567,          0.00029158,            0.004621,            0.004621,            0.004621
                 165,            0.018378,           0.0084115,           0.0058898,             0.99702,             0.99789,              0.9948,             0.88091,           0.0086156,           0.0035547,           0.0003581,            0.004588,            0.004588,            0.004588
                 166,            0.018222,           0.0081365,            0.005118,             0.99754,             0.99614,             0.99479,             0.88772,           0.0084364,           0.0035005,           0.0002785,            0.004555,            0.004555,            0.004555
                 167,            0.018579,           0.0082275,           0.0052045,             0.99683,              0.9961,             0.99478,             0.88428,           0.0089199,           0.0035728,          0.00029685,            0.004522,            0.004522,            0.004522
                 168,            0.017789,           0.0080876,           0.0053973,             0.99686,             0.99859,             0.99477,             0.89161,           0.0081578,           0.0034108,          0.00025951,            0.004489,            0.004489,            0.004489
                 169,            0.017288,           0.0079818,            0.003751,             0.99645,             0.99677,             0.99471,             0.88811,           0.0082719,           0.0034137,          0.00031186,            0.004456,            0.004456,            0.004456
                 170,            0.018058,           0.0079321,           0.0054069,             0.99771,             0.99859,             0.99474,             0.88328,           0.0083282,           0.0035015,          0.00030587,            0.004423,            0.004423,            0.004423
                 171,            0.017631,           0.0081881,           0.0046598,             0.99559,             0.99657,             0.99467,             0.88463,           0.0082084,           0.0034297,          0.00035903,             0.00439,             0.00439,             0.00439
                 172,            0.016688,           0.0076681,           0.0044273,             0.99776,             0.99859,             0.99469,             0.88398,           0.0081412,           0.0035479,          0.00028231,            0.004357,            0.004357,            0.004357
                 173,            0.017455,           0.0076814,            0.004021,             0.99753,             0.99859,             0.99487,             0.88935,           0.0078361,           0.0034184,          0.00028182,            0.004324,            0.004324,            0.004324
                 174,            0.017672,           0.0079854,            0.004236,             0.99753,             0.99859,             0.99472,              0.8942,           0.0077434,           0.0033778,          0.00026952,            0.004291,            0.004291,            0.004291
                 175,            0.018549,           0.0079851,           0.0047275,             0.99623,             0.99711,             0.99437,             0.88938,           0.0079755,           0.0034623,          0.00029962,            0.004258,            0.004258,            0.004258
                 176,            0.017197,           0.0081459,           0.0050954,             0.99577,             0.99721,             0.99436,              0.8806,           0.0083087,           0.0036414,          0.00032709,            0.004225,            0.004225,            0.004225
                 177,            0.017308,           0.0078933,           0.0055541,             0.99639,             0.99653,             0.99418,              0.8863,           0.0082264,           0.0035469,          0.00029236,            0.004192,            0.004192,            0.004192
                 178,            0.017335,           0.0078988,           0.0048934,             0.99743,             0.99859,             0.99431,             0.88352,            0.008027,           0.0035773,          0.00024236,            0.004159,            0.004159,            0.004159
                 179,            0.016676,           0.0079972,           0.0044942,             0.99567,             0.99537,             0.99436,             0.90026,           0.0076971,           0.0033876,          0.00028017,            0.004126,            0.004126,            0.004126
                 180,            0.017393,           0.0077616,           0.0056637,             0.99781,             0.99662,             0.99468,             0.89072,           0.0079742,            0.003482,          0.00028646,            0.004093,            0.004093,            0.004093
                 181,            0.017447,           0.0079662,           0.0049317,             0.99612,             0.99711,              0.9945,             0.88974,           0.0081933,           0.0034177,          0.00037181,             0.00406,             0.00406,             0.00406
                 182,            0.017174,           0.0078701,           0.0050043,             0.99774,             0.99859,             0.99475,             0.89455,           0.0077845,           0.0034123,          0.00026972,            0.004027,            0.004027,            0.004027
                 183,            0.017082,            0.007906,           0.0038838,             0.99792,             0.99831,              0.9948,             0.89396,           0.0075841,           0.0033533,          0.00026709,            0.003994,            0.003994,            0.003994
                 184,            0.016715,           0.0081016,           0.0055424,              0.9979,             0.99859,             0.99487,             0.89036,           0.0080114,           0.0034981,          0.00025233,            0.003961,            0.003961,            0.003961
                 185,            0.016449,           0.0078287,           0.0047467,             0.99688,             0.99746,             0.99472,             0.89235,           0.0086581,           0.0034264,          0.00027077,            0.003928,            0.003928,            0.003928
                 186,            0.016834,           0.0074248,           0.0051023,             0.99782,             0.99823,             0.99453,             0.89495,           0.0080852,           0.0033298,          0.00029719,            0.003895,            0.003895,            0.003895
                 187,            0.016585,           0.0075942,           0.0041991,               0.998,             0.99859,             0.99459,              0.8999,           0.0076374,           0.0031984,           0.0002537,            0.003862,            0.003862,            0.003862
                 188,            0.016137,           0.0077416,           0.0037763,             0.99813,             0.99859,             0.99472,             0.90099,           0.0079339,           0.0031601,          0.00025736,            0.003829,            0.003829,            0.003829
                 189,            0.015934,           0.0076264,           0.0041557,             0.99793,             0.99859,             0.99478,             0.89683,           0.0078767,           0.0032176,          0.00023993,            0.003796,            0.003796,            0.003796
                 190,            0.017085,           0.0078265,           0.0042157,             0.99801,             0.99812,             0.99472,             0.90158,           0.0077601,           0.0031676,          0.00023264,            0.003763,            0.003763,            0.003763
                 191,            0.017614,           0.0075385,           0.0048515,              0.9919,             0.99676,             0.99491,             0.87294,           0.0089921,           0.0039638,          0.00039491,             0.00373,             0.00373,             0.00373
                 192,            0.017734,           0.0079253,           0.0051155,             0.99681,             0.99628,             0.99483,             0.89541,           0.0078461,           0.0033561,            0.000384,            0.003697,            0.003697,            0.003697
                 193,            0.016967,           0.0077245,           0.0040853,             0.99532,             0.99705,             0.99484,             0.88466,           0.0079787,             0.00349,          0.00031592,            0.003664,            0.003664,            0.003664
                 194,            0.016507,           0.0076302,           0.0036539,             0.99782,             0.99717,             0.99484,             0.89323,           0.0077213,            0.003303,          0.00023051,            0.003631,            0.003631,            0.003631
                 195,            0.015923,           0.0077166,           0.0049618,             0.99636,             0.99755,             0.99478,             0.90019,           0.0078298,           0.0033367,          0.00044734,            0.003598,            0.003598,            0.003598
                 196,            0.016311,           0.0078777,           0.0054782,              0.9978,             0.99794,             0.99472,             0.89636,           0.0075192,           0.0032839,          0.00023805,            0.003565,            0.003565,            0.003565
                 197,            0.016824,           0.0078778,           0.0046329,             0.99674,             0.99786,             0.99476,             0.89552,           0.0079493,           0.0033336,           0.0002503,            0.003532,            0.003532,            0.003532
                 198,             0.01621,           0.0075079,            0.004826,             0.99732,             0.99682,             0.99481,             0.89417,           0.0078161,           0.0033404,          0.00027857,            0.003499,            0.003499,            0.003499
                 199,            0.015871,           0.0079192,            0.004782,             0.99811,             0.99859,             0.99477,             0.89716,           0.0073746,           0.0032691,          0.00021499,            0.003466,            0.003466,            0.003466
                 200,             0.01565,           0.0075215,           0.0043303,             0.99814,             0.99829,             0.99479,             0.90414,           0.0072044,           0.0032124,          0.00022934,            0.003433,            0.003433,            0.003433
                 201,            0.016424,           0.0077372,           0.0049565,             0.99812,             0.99843,             0.99469,             0.90683,           0.0076793,           0.0032324,           0.0002146,              0.0034,              0.0034,              0.0034
                 202,            0.015778,           0.0075083,           0.0037819,              0.9981,             0.99855,              0.9948,              0.9082,           0.0071762,           0.0031603,          0.00021362,            0.003367,            0.003367,            0.003367
                 203,            0.016628,           0.0074645,           0.0046682,             0.99787,             0.99859,             0.99481,             0.91019,           0.0069257,           0.0030997,          0.00021126,            0.003334,            0.003334,            0.003334
                 204,            0.015947,           0.0070238,           0.0040032,             0.99812,             0.99859,             0.99482,             0.90926,             0.00744,           0.0031008,          0.00020118,            0.003301,            0.003301,            0.003301
                 205,            0.015695,           0.0075267,            0.004695,             0.99751,             0.99757,             0.99484,             0.90032,           0.0074785,           0.0032682,          0.00025937,            0.003268,            0.003268,            0.003268
                 206,            0.016074,           0.0076443,           0.0044156,              0.9948,             0.98973,             0.99478,             0.89974,           0.0075459,            0.003304,          0.00063179,            0.003235,            0.003235,            0.003235
                 207,             0.01693,           0.0076638,           0.0049271,             0.99654,             0.99859,             0.99467,              0.8911,           0.0079395,           0.0034713,          0.00025118,            0.003202,            0.003202,            0.003202
                 208,            0.015413,           0.0077818,            0.003913,             0.99468,             0.99678,             0.99475,              0.8954,           0.0075312,           0.0033988,          0.00032027,            0.003169,            0.003169,            0.003169
                 209,             0.01555,            0.007576,           0.0039092,             0.99796,             0.99792,             0.99487,             0.90784,           0.0070366,           0.0031898,          0.00019759,            0.003136,            0.003136,            0.003136
                 210,            0.016264,           0.0077005,           0.0043574,             0.99652,             0.99645,             0.99473,             0.90087,           0.0074078,           0.0032413,          0.00028402,            0.003103,            0.003103,            0.003103
                 211,            0.016691,           0.0076579,           0.0034838,             0.99778,             0.99859,             0.99475,             0.90833,           0.0068524,            0.003105,          0.00019884,             0.00307,             0.00307,             0.00307
                 212,            0.015721,           0.0073765,           0.0039036,             0.99771,             0.99859,             0.99477,             0.91658,           0.0070195,           0.0030406,          0.00018548,            0.003037,            0.003037,            0.003037
                 213,            0.015648,           0.0073703,           0.0035632,             0.99774,             0.99848,             0.99479,             0.91323,           0.0068184,           0.0029881,          0.00019754,            0.003004,            0.003004,            0.003004
                 214,            0.014962,           0.0068766,           0.0038085,             0.99772,             0.99859,             0.99475,             0.91423,           0.0066952,           0.0029906,          0.00018329,            0.002971,            0.002971,            0.002971
                 215,            0.015889,           0.0071789,           0.0041454,             0.99793,              0.9983,             0.99481,             0.91211,           0.0067839,           0.0030298,          0.00018878,            0.002938,            0.002938,            0.002938
                 216,            0.015546,           0.0074743,           0.0035261,             0.99784,             0.99859,              0.9948,             0.91172,           0.0069298,           0.0030085,          0.00019266,            0.002905,            0.002905,            0.002905
                 217,            0.015794,            0.007634,           0.0053047,              0.9979,             0.99858,             0.99484,             0.91508,            0.006757,           0.0030241,          0.00018968,            0.002872,            0.002872,            0.002872
                 218,            0.015231,           0.0073102,           0.0034672,             0.99777,             0.99858,             0.99481,              0.9189,             0.00657,           0.0030198,          0.00019082,            0.002839,            0.002839,            0.002839
                 219,             0.01519,           0.0071336,           0.0052858,             0.99709,             0.99856,              0.9948,             0.90025,            0.006995,            0.003245,          0.00023615,            0.002806,            0.002806,            0.002806
                 220,            0.014718,           0.0072133,            0.003444,             0.99812,             0.99859,             0.99481,             0.90994,           0.0067932,           0.0030939,          0.00018447,            0.002773,            0.002773,            0.002773
                 221,            0.015191,           0.0073348,           0.0038404,             0.99747,             0.99859,              0.9948,             0.91868,           0.0065765,           0.0029494,          0.00018587,             0.00274,             0.00274,             0.00274
                 222,            0.014989,           0.0071277,           0.0035955,             0.99776,             0.99842,             0.99482,             0.92267,           0.0064715,           0.0029736,          0.00019561,            0.002707,            0.002707,            0.002707
                 223,            0.015116,           0.0070793,           0.0040477,             0.99773,             0.99856,              0.9948,             0.92246,           0.0065175,           0.0029457,          0.00020701,            0.002674,            0.002674,            0.002674
                 224,            0.014514,           0.0074518,           0.0030196,             0.99775,             0.99859,             0.99483,             0.91935,           0.0067941,           0.0029845,          0.00020036,            0.002641,            0.002641,            0.002641
                 225,            0.015023,           0.0071758,           0.0037614,             0.99771,             0.99859,             0.99488,             0.92012,           0.0068205,           0.0029684,          0.00017783,            0.002608,            0.002608,            0.002608
                 226,            0.015204,           0.0070197,           0.0034231,             0.99803,             0.99859,             0.99492,             0.91895,           0.0068643,           0.0029878,          0.00017454,            0.002575,            0.002575,            0.002575
                 227,            0.014865,           0.0071911,           0.0033677,             0.99779,             0.99859,             0.99493,             0.92149,           0.0067136,           0.0029205,          0.00017663,            0.002542,            0.002542,            0.002542
                 228,            0.015159,           0.0073434,           0.0039999,             0.99801,             0.99825,              0.9949,             0.92357,           0.0065132,           0.0029041,          0.00016843,            0.002509,            0.002509,            0.002509
                 229,            0.014562,           0.0069526,           0.0043691,             0.99737,             0.99831,             0.99494,             0.91272,           0.0068627,           0.0030644,          0.00018245,            0.002476,            0.002476,            0.002476
                 230,            0.015425,           0.0074834,           0.0043585,             0.99812,             0.99859,             0.99492,             0.91988,            0.006691,           0.0028885,          0.00019195,            0.002443,            0.002443,            0.002443
                 231,            0.014999,           0.0072549,            0.004066,             0.99793,             0.99859,             0.99491,             0.92066,           0.0064387,            0.002875,          0.00017646,             0.00241,             0.00241,             0.00241
                 232,            0.013736,           0.0070669,           0.0036516,             0.99793,             0.99859,             0.99492,             0.92265,           0.0064447,           0.0028796,          0.00017236,            0.002377,            0.002377,            0.002377
                 233,             0.01402,           0.0070743,           0.0033294,             0.99802,             0.99859,             0.99489,             0.92221,           0.0062228,           0.0028926,          0.00017464,            0.002344,            0.002344,            0.002344
                 234,             0.01398,           0.0069479,           0.0034825,             0.99792,             0.99835,             0.99489,             0.92622,           0.0060693,           0.0028386,          0.00016424,            0.002311,            0.002311,            0.002311
                 235,            0.013838,           0.0069905,           0.0030906,             0.99792,             0.99859,             0.99497,             0.92296,           0.0063926,           0.0028969,          0.00015784,            0.002278,            0.002278,            0.002278
                 236,            0.014504,           0.0066732,           0.0041393,             0.99807,             0.99848,             0.99496,             0.92448,           0.0061539,            0.002834,          0.00015209,            0.002245,            0.002245,            0.002245
                 237,            0.013868,           0.0070429,           0.0037317,             0.99791,             0.99859,             0.99489,             0.92447,           0.0063764,           0.0028306,          0.00015269,            0.002212,            0.002212,            0.002212
                 238,            0.015287,           0.0070957,            0.003374,              0.9978,             0.99859,             0.99493,             0.92456,           0.0061971,           0.0027813,          0.00015694,            0.002179,            0.002179,            0.002179
                 239,            0.012846,           0.0067608,           0.0033513,             0.99779,             0.99801,             0.99498,             0.92111,           0.0064453,            0.002838,          0.00016566,            0.002146,            0.002146,            0.002146
                 240,            0.015395,           0.0067889,           0.0039266,             0.99815,             0.99845,             0.99497,             0.92238,           0.0062531,           0.0029259,          0.00018009,            0.002113,            0.002113,            0.002113
                 241,            0.013824,           0.0071778,           0.0035065,             0.99806,             0.99859,             0.99497,             0.92656,           0.0061145,           0.0027801,          0.00015241,             0.00208,             0.00208,             0.00208
                 242,            0.013622,           0.0070103,           0.0039478,             0.99808,             0.99859,             0.99497,              0.9291,           0.0060183,           0.0027493,          0.00014635,            0.002047,            0.002047,            0.002047
                 243,            0.012918,           0.0070357,           0.0028795,             0.99806,             0.99859,             0.99496,             0.93178,           0.0059085,           0.0027058,          0.00014238,            0.002014,            0.002014,            0.002014
                 244,            0.013439,            0.006795,           0.0032509,             0.99801,             0.99859,             0.99492,             0.92738,           0.0060569,           0.0027211,          0.00014228,            0.001981,            0.001981,            0.001981
                 245,            0.013693,           0.0065649,           0.0030875,             0.99819,             0.99859,             0.99493,             0.93357,           0.0059319,           0.0026685,          0.00014784,            0.001948,            0.001948,            0.001948
                 246,            0.013889,            0.007004,           0.0038828,             0.99807,             0.99859,              0.9949,             0.93283,           0.0059407,           0.0026738,          0.00015191,            0.001915,            0.001915,            0.001915
                 247,            0.013079,           0.0066932,           0.0026638,             0.99823,             0.99859,             0.99489,             0.93369,           0.0057701,           0.0026622,           0.0001535,            0.001882,            0.001882,            0.001882
                 248,            0.013442,           0.0066966,           0.0029294,             0.99802,             0.99859,              0.9949,              0.9352,           0.0058044,           0.0027019,          0.00014621,            0.001849,            0.001849,            0.001849
                 249,            0.013685,           0.0067876,           0.0032375,             0.99779,             0.99859,             0.99487,             0.93489,            0.005789,           0.0026874,          0.00014289,            0.001816,            0.001816,            0.001816
                 250,            0.014164,           0.0070208,           0.0039943,             0.99795,             0.99859,             0.99488,              0.9325,           0.0058212,           0.0026958,          0.00013539,            0.001783,            0.001783,            0.001783
                 251,            0.013175,           0.0064653,           0.0025752,              0.9981,             0.99843,             0.99489,             0.93016,           0.0058729,           0.0026731,          0.00012693,             0.00175,             0.00175,             0.00175
                 252,            0.013495,           0.0065263,           0.0030022,             0.99797,             0.99859,             0.99489,             0.93184,           0.0057389,           0.0026912,           0.0001226,            0.001717,            0.001717,            0.001717
                 253,            0.013463,           0.0069954,           0.0041457,             0.99752,             0.99859,             0.99493,             0.93926,           0.0058608,           0.0026187,          0.00012257,            0.001684,            0.001684,            0.001684
                 254,             0.01341,           0.0067611,           0.0034643,             0.99795,             0.99859,             0.99496,             0.93701,           0.0056008,           0.0026195,           0.0001279,            0.001651,            0.001651,            0.001651
                 255,            0.013108,            0.006506,            0.003104,             0.99817,             0.99859,             0.99492,             0.93852,           0.0057018,           0.0026106,           0.0001308,            0.001618,            0.001618,            0.001618
                 256,            0.012826,            0.006521,            0.003067,             0.99825,             0.99859,             0.99497,             0.93957,           0.0057847,           0.0026578,          0.00013129,            0.001585,            0.001585,            0.001585
                 257,            0.012234,           0.0066662,           0.0034727,               0.998,             0.99859,             0.99497,             0.94015,           0.0057488,           0.0026364,          0.00012709,            0.001552,            0.001552,            0.001552
                 258,            0.013944,           0.0065194,           0.0035693,             0.99811,             0.99859,             0.99497,              0.9385,           0.0058617,            0.002636,           0.0001225,            0.001519,            0.001519,            0.001519
                 259,            0.013327,           0.0066661,           0.0036438,             0.99792,             0.99859,             0.99498,             0.93486,           0.0058949,           0.0026353,           0.0001224,            0.001486,            0.001486,            0.001486
                 260,            0.013278,           0.0065462,           0.0036096,             0.99781,             0.99818,             0.99496,             0.93336,           0.0057547,            0.002614,          0.00013305,            0.001453,            0.001453,            0.001453
                 261,            0.013043,           0.0064405,            0.002875,             0.99803,             0.99859,             0.99492,             0.93788,           0.0057485,           0.0025721,          0.00012214,             0.00142,             0.00142,             0.00142
                 262,            0.013841,           0.0067469,           0.0039436,             0.99804,             0.99859,             0.99492,             0.93555,            0.005585,           0.0026211,          0.00012273,            0.001387,            0.001387,            0.001387
                 263,            0.012832,           0.0067791,           0.0033409,             0.99814,             0.99859,             0.99489,             0.93816,           0.0054617,           0.0026566,          0.00012002,            0.001354,            0.001354,            0.001354
                 264,            0.013031,           0.0065638,           0.0033935,             0.99806,             0.99859,             0.99489,             0.93973,           0.0053883,           0.0025722,          0.00011585,            0.001321,            0.001321,            0.001321
                 265,            0.012552,           0.0066618,           0.0028836,              0.9978,             0.99859,             0.99492,             0.93871,           0.0054688,           0.0025771,          0.00011324,            0.001288,            0.001288,            0.001288
                 266,            0.012461,           0.0066323,           0.0032572,             0.99786,             0.99859,             0.99492,             0.94317,           0.0052566,           0.0025586,          0.00010878,            0.001255,            0.001255,            0.001255
                 267,            0.012457,           0.0066669,           0.0034249,             0.99815,             0.99859,             0.99493,             0.94474,            0.005339,           0.0025396,          0.00010627,            0.001222,            0.001222,            0.001222
                 268,            0.012473,           0.0064372,           0.0031931,             0.99809,             0.99859,             0.99494,             0.94291,           0.0052652,           0.0025202,          0.00010559,            0.001189,            0.001189,            0.001189
                 269,            0.012134,           0.0066379,           0.0027121,             0.99822,             0.99859,             0.99494,             0.94166,            0.005376,           0.0025132,          0.00010096,            0.001156,            0.001156,            0.001156
                 270,            0.012551,           0.0067147,           0.0026821,             0.99826,             0.99859,             0.99497,             0.94289,           0.0054083,           0.0025058,          9.7634e-05,            0.001123,            0.001123,            0.001123
                 271,             0.01284,           0.0065831,           0.0027054,             0.99804,             0.99859,             0.99496,              0.9419,           0.0053034,           0.0025603,          0.00010219,             0.00109,             0.00109,             0.00109
                 272,            0.013251,           0.0065234,           0.0028686,              0.9982,             0.99859,             0.99492,              0.9432,           0.0053399,           0.0025126,          9.9454e-05,            0.001057,            0.001057,            0.001057
                 273,            0.012573,            0.006215,           0.0034856,             0.99816,             0.99859,             0.99492,             0.94175,           0.0051206,           0.0024689,          9.6829e-05,            0.001024,            0.001024,            0.001024
                 274,             0.01263,           0.0066364,           0.0038848,             0.99809,             0.99859,             0.99496,             0.94439,           0.0052488,           0.0024471,          9.7638e-05,            0.000991,            0.000991,            0.000991
                 275,             0.01242,           0.0064912,           0.0033959,             0.99794,             0.99859,             0.99496,             0.94408,           0.0053557,           0.0024552,          9.9522e-05,            0.000958,            0.000958,            0.000958
                 276,             0.01264,           0.0064591,           0.0026474,              0.9979,             0.99859,             0.99497,             0.94584,           0.0054149,           0.0024876,          9.9882e-05,            0.000925,            0.000925,            0.000925
                 277,             0.01293,           0.0065003,            0.003182,             0.99791,             0.99859,             0.99497,             0.94464,           0.0055139,           0.0024829,          9.4841e-05,            0.000892,            0.000892,            0.000892
                 278,            0.011363,           0.0063277,           0.0027771,             0.99793,             0.99859,             0.99494,             0.94421,           0.0052548,           0.0025012,          9.2018e-05,            0.000859,            0.000859,            0.000859
                 279,            0.010925,           0.0062236,           0.0025398,             0.99804,             0.99859,             0.99496,             0.94657,             0.00508,           0.0024584,          8.8265e-05,            0.000826,            0.000826,            0.000826
                 280,            0.011598,           0.0063273,           0.0029244,             0.99809,             0.99859,             0.99496,             0.94918,           0.0050806,            0.002426,          8.5957e-05,            0.000793,            0.000793,            0.000793
                 281,            0.012234,           0.0063928,           0.0039519,             0.99829,             0.99859,             0.99496,             0.94825,            0.005063,           0.0024661,           8.548e-05,             0.00076,             0.00076,             0.00076
                 282,             0.01238,           0.0065014,           0.0031746,              0.9982,             0.99859,             0.99496,             0.94886,            0.005016,           0.0024391,          8.6172e-05,            0.000727,            0.000727,            0.000727
                 283,            0.011857,           0.0067175,           0.0030444,             0.99809,             0.99859,             0.99494,             0.94997,           0.0051469,           0.0024111,          8.6916e-05,            0.000694,            0.000694,            0.000694
                 284,            0.012252,           0.0061373,           0.0029425,             0.99789,             0.99859,             0.99494,             0.94855,           0.0053479,           0.0024331,          9.1631e-05,            0.000661,            0.000661,            0.000661
                 285,            0.012675,           0.0063248,           0.0035679,              0.9981,             0.99859,             0.99496,             0.94831,           0.0052449,           0.0024455,          8.8538e-05,            0.000628,            0.000628,            0.000628
                 286,            0.011546,           0.0060868,           0.0026469,             0.99824,             0.99859,             0.99496,             0.94999,            0.005113,           0.0024052,          8.3702e-05,            0.000595,            0.000595,            0.000595
                 287,            0.011896,           0.0063379,           0.0033081,             0.99823,             0.99859,             0.99497,              0.9516,           0.0049611,           0.0023659,          8.1453e-05,            0.000562,            0.000562,            0.000562
                 288,            0.011474,            0.005993,           0.0020402,             0.99824,             0.99859,             0.99496,             0.95025,            0.005016,           0.0023674,          7.9069e-05,            0.000529,            0.000529,            0.000529
                 289,            0.011584,           0.0060606,           0.0027701,             0.99814,             0.99859,             0.99497,             0.95225,           0.0049224,           0.0023558,          7.6854e-05,            0.000496,            0.000496,            0.000496
                 290,            0.011991,           0.0061718,            0.002652,             0.99804,             0.99859,             0.99497,             0.95466,           0.0048658,           0.0023634,          7.6219e-05,            0.000463,            0.000463,            0.000463
                 291,            0.011543,           0.0060555,           0.0034295,             0.99793,             0.99859,             0.99499,             0.95268,           0.0048147,           0.0023661,          7.6088e-05,             0.00043,             0.00043,             0.00043
                 292,            0.011721,           0.0058061,           0.0026059,             0.99812,             0.99859,             0.99498,             0.95572,           0.0048349,           0.0023599,          7.6273e-05,            0.000397,            0.000397,            0.000397
                 293,             0.01145,           0.0058208,           0.0023975,             0.99803,             0.99859,             0.99498,              0.9569,            0.004894,           0.0023619,          7.6081e-05,            0.000364,            0.000364,            0.000364
                 294,            0.011063,           0.0061369,           0.0036874,             0.99814,             0.99859,             0.99499,             0.95721,           0.0047887,           0.0023552,          7.5176e-05,            0.000331,            0.000331,            0.000331
                 295,            0.011194,           0.0059699,           0.0029622,             0.99807,             0.99859,             0.99498,             0.95849,           0.0048008,           0.0023483,          7.4686e-05,            0.000298,            0.000298,            0.000298
                 296,            0.011371,           0.0062327,           0.0037171,             0.99806,             0.99859,             0.99498,             0.95852,           0.0048963,           0.0023366,           7.393e-05,            0.000265,            0.000265,            0.000265
                 297,            0.011793,           0.0061357,           0.0037015,             0.99796,             0.99859,             0.99498,             0.95913,           0.0048504,           0.0023395,          7.2899e-05,            0.000232,            0.000232,            0.000232
                 298,            0.011181,           0.0062714,           0.0025842,             0.99804,             0.99859,             0.99499,             0.95642,           0.0048602,           0.0023353,          7.2757e-05,            0.000199,            0.000199,            0.000199
                 299,            0.011326,           0.0057771,            0.002484,             0.99801,             0.99859,             0.99499,             0.95642,           0.0048512,            0.002331,          7.2169e-05,            0.000166,            0.000166,            0.000166
